id,count
0,101.63
1,216.0
2,79.7
4,31.42
5,61.53
10,121.58
11,211.67
12,336.08
15,34.02
17,118.77
18,299.74
23,252.89
25,87.13
26,38.7
31,208.37
39,128.04
40,26.89
41,180.96
42,390.58
43,142.39
51,207.42
52,82.97
54,15.84
60,145.13
61,145.45
62,114.89
63,30.48
65,116.35
66,112.06
68,143.32
71,74.56
80,30.05
82,54.53
94,130.9
98,253.89
101,34.91
102,125.39
107,108.39
112,232.08
113,87.85
115,62.28
116,116.34
120,157.76
121,86.44
122,353.49
132,207.63
143,91.17
147,59.98
150,16.27
151,82.64
152,217.18
153,93.46
155,184.21
156,80.92
159,190.06
161,125.86
163,46.93
177,175.38
186,12.87
188,19.9
190,89.98
191,86.14
192,266.7
195,337.7
200,149.11
209,321.67
210,14.55
211,232.03
214,135.95
215,26.2
218,97.45
219,32.73
222,119.75
225,15.08
228,337.15
236,228.66
241,35.63
242,170.48
243,225.66
245,17.39
247,252.44
251,127.43
252,83.82
253,85.8
254,89.35
258,331.08
260,46.01
261,165.33
265,118.07
266,292.85
267,308.76
269,146.79
270,61.92
275,97.75
278,36.02
279,84.76
286,93.37
287,28.8
288,215.45
289,146.28
293,17.98
294,150.43
297,37.65
302,119.32
303,71.2
304,63.83
307,98.43
309,17.66
311,172.87
312,113.5
314,172.86
315,231.07
319,155.37
322,114.73
323,56.79
325,115.54
327,254.25
330,34.76
332,195.89
333,16.45
338,98.46
341,109.93
345,182.38
348,117.68
349,47.74
350,115.35
352,59.12
355,13.58
356,253.36
358,62.57
363,124.06
369,154.07
371,17.11
372,131.12
375,328.96
380,128.86
388,47.91
391,136.21
392,275.2
393,386.53
394,217.31
396,27.54
401,38.28
407,104.85
409,87.72
410,112.55
416,106.44
418,121.57
420,148.0
421,223.84
422,126.87
424,283.04
428,355.64
429,256.31
431,150.49
435,9.52
439,113.58
441,10.5
447,97.44
449,138.73
451,135.56
452,16.17
454,215.99
458,239.3
463,123.39
467,14.39
470,233.52
471,143.61
474,297.33
478,16.58
483,123.6
484,113.82
485,88.06
486,125.57
491,94.23
494,98.27
495,252.49
497,212.01
499,157.74
515,107.87
518,216.33
521,177.47
525,167.84
529,257.5
532,144.66
534,115.18
540,117.41
544,304.61
547,154.85
549,47.18
563,38.82
564,141.52
567,121.43
572,108.64
577,126.06
578,277.21
585,358.51
588,132.13
589,118.78
590,103.59
592,16.5
594,217.57
596,13.29
598,365.51
599,143.37
605,37.23
606,130.62
607,259.68
608,211.35
609,59.66
610,284.03
611,180.62
614,127.92
615,228.46
616,261.93
617,126.0
618,239.56
624,116.84
629,137.09
631,94.04
633,98.38
637,25.09
638,103.81
643,77.37
644,141.33
645,34.68
646,203.61
